identifier,msa_dim0,msa_dim1,num_templates,num_alignments,chain_lengths,msa_seq_lengths
apj_human___1152,2418,408,1,2418,1:380|2:28,1:1751|2:511
mchr1_human___2019,2155,436,1,2155,1:422|2:14,1:1918|2:107
ssr1_human___11417,2078,405,1,2078,1:391|2:14,1:1962|2:31
galr2_human___613,2082,397,1,2082,1:387|2:10,1:1849|2:34
apj_human___3542,2424,422,1,2424,1:380|2:42,1:1749|2:578
npbw1_human___646,2055,336,1,2055,1:328|2:8,1:1964|2:8
nk2r_human___1504,2250,434,1,2250,1:398|2:36,1:1841|2:514
nmur1_human___1458,2135,448,1,2135,1:426|2:22,1:1763|2:107
nk1r_human___798,3072,476,1,3072,1:407|2:69,1:1862|2:2032
mc5r_human___758,3072,393,1,3072,1:325|2:68,1:1859|2:2034
ur2r_human___2257,2371,416,1,2371,1:389|2:27,1:1867|2:458
oxyr_human___11417,2078,403,1,2078,1:389|2:14,1:1627|2:31
gpr37_human___3700,3072,828,1,3072,1:613|2:215,1:1526|2:1513
fpr3_human___1479,2059,361,1,2059,1:353|2:8,1:1769|2:12
nk2r_human___612,2191,425,1,2191,1:398|2:27,1:1832|2:198
npsr1_human___810,3072,448,1,3072,1:371|2:77,1:1739|2:2027
oprk_human___1681,2070,397,1,2070,1:380|2:17,1:1863|2:23
ssr5_human___3548,3072,683,1,3072,1:364|2:319,1:1954|2:1845
prlhr_human___687,2314,407,1,2314,1:370|2:37,1:1910|2:435
mrgx2_human___2019,2155,344,1,2155,1:330|2:14,1:1869|2:107
ghsr_human___2090,2084,376,1,2084,1:366|2:10,1:1653|2:37
npff2_human___11417,2078,536,1,2078,1:522|2:14,1:1671|2:31
rl3r1_human___2019,2155,483,1,2155,1:469|2:14,1:1674|2:107
ntr1_human___5336,2192,441,1,2192,1:418|2:23,1:1636|2:167
g37l1_human___3594,2225,541,1,2225,1:481|2:60,1:1759|2:234
fpr3_human___3935,2108,374,1,2108,1:353|2:21,1:1770|2:77
v1br_human___758,3072,492,1,3072,1:424|2:68,1:1739|2:2033
gpr37_human___613,2082,623,1,2082,1:613|2:10,1:1305|2:34
mchr1_human___1643,2297,453,1,2297,1:422|2:31,1:1914|2:362
nk2r_human___3542,2412,440,1,2412,1:398|2:42,1:1838|2:582
bkrb2_human___1136,2479,420,1,2479,1:391|2:29,1:1912|2:702
apj_human___585,2050,387,1,2050,1:380|2:7,1:1745|2:3
ednra_human___3542,2416,469,1,2416,1:427|2:42,1:1780|2:582
mc5r_human___1643,2296,356,1,2296,1:325|2:31,1:1772|2:364
ednrb_human___1997,2433,469,1,2433,1:442|2:27,1:1785|2:575
npbw2_human___1579,2083,346,1,2083,1:333|2:13,1:1973|2:36
gp107_human___1157,2108,609,1,2108,1:600|2:9,1:759|2:60
ednra_human___687,2315,464,1,2315,1:427|2:37,1:1778|2:435
rl3r1_human___1997,2441,496,1,2441,1:469|2:27,1:1697|2:575
gasr_human___1283,2074,457,1,2074,1:447|2:10,1:1213|2:27
npff1_human___5654,2048,443,1,2048,1:430|2:13,1:1723|2:1
ur2r_human___1623,2048,393,1,2048,1:389|2:4,1:1865|2:1
nk1r_human___1504,2248,443,1,2248,1:407|2:36,1:1819|2:514
ntr1_human___1152,2417,446,1,2417,1:418|2:28,1:1652|2:512
gp107_human___1162,2077,610,1,2077,1:600|2:10,1:759|2:30
ednra_human___1997,2433,454,1,2433,1:427|2:27,1:1778|2:575
nmur2_human___1790,2343,451,1,2343,1:415|2:36,1:1761|2:413
mchr2_human___1470,2205,365,1,2205,1:340|2:25,1:1913|2:194
gpr37_human___1495,2116,636,1,2116,1:613|2:23,1:1309|2:89
ednra_human___1623,2048,431,1,2048,1:427|2:4,1:1767|2:1
mchr2_human___3700,3072,555,1,3072,1:340|2:215,1:1922|2:1493
qrfpr_human___5895,2153,457,1,2153,1:431|2:26,1:1731|2:218
npff2_human___1699,2162,550,1,2162,1:522|2:28,1:1680|2:196
oprx_human___2945,3207,504,1,3207,1:370|2:134,1:1935|2:1327
g37l1_human___1681,2070,498,1,2070,1:481|2:17,1:1748|2:23
ntr2_human___2156,2121,418,1,2121,1:410|2:8,1:1041|2:73
grpr_human___612,2190,411,1,2190,1:384|2:27,1:1842|2:198
npsr1_human___1871,2116,391,1,2116,1:371|2:20,1:1637|2:77
qrfpr_human___758,3072,499,1,3072,1:431|2:68,1:1790|2:2032
mc4r_human___1504,2258,368,1,2258,1:332|2:36,1:1807|2:511
nk1r_human___687,2313,444,1,2313,1:407|2:37,1:1808|2:435
ssr5_human___808,3072,434,1,3072,1:364|2:70,1:1971|2:2026
ednrb_human___1136,2465,471,1,2465,1:442|2:29,1:1791|2:705
ednrb_human___1004,2162,463,1,2162,1:442|2:21,1:1770|2:139
ur2r_human___1620,2079,406,1,2079,1:389|2:17,1:1865|2:49
npff1_human___1152,2417,458,1,2417,1:430|2:28,1:1733|2:511
gp107_human___5654,2048,613,1,2048,1:600|2:13,1:759|2:1
nk2r_human___5336,2192,421,1,2192,1:398|2:23,1:1830|2:167
mchr1_human___3542,2423,464,1,2423,1:422|2:42,1:1919|2:578
ox2r_human___1871,2116,464,1,2116,1:444|2:20,1:1265|2:77
agtr1_human___921,2167,397,1,2167,1:359|2:38,1:1855|2:188
oprd_human___758,3072,440,1,3072,1:372|2:68,1:1896|2:2033
mc4r_human___6067,2261,354,1,2261,1:332|2:22,1:1782|2:214
qrfpr_human___821,3072,508,1,3072,1:431|2:77,1:1793|2:2024
trfr_human___2174,2112,407,1,2112,1:398|2:9,1:1512|2:64
fpr3_human___681,2332,390,1,2332,1:353|2:37,1:1782|2:460
mchr2_human___1320,2127,353,1,2127,1:340|2:13,1:1912|2:101
trfr_human___921,2167,436,1,2167,1:398|2:38,1:1523|2:188
ntr1_human___1047,2106,442,1,2106,1:418|2:24,1:1636|2:76
nmur1_human___1140,2478,459,1,2478,1:426|2:33,1:1793|2:690
nmbr_human___1152,2417,418,1,2417,1:390|2:28,1:1846|2:512
nmbr_human___3700,3072,605,1,3072,1:390|2:215,1:1907|2:1514
ssr1_human___2019,2155,405,1,2155,1:391|2:14,1:1962|2:107
cckar_human___1871,2116,448,1,2116,1:428|2:20,1:1250|2:77
mrgx2_human___1157,2108,339,1,2108,1:330|2:9,1:1869|2:60
mc5r_human___798,3072,394,1,3072,1:325|2:69,1:1875|2:2032
nmbr_human___1047,2106,414,1,2106,1:390|2:24,1:1833|2:76
ednra_human___5654,2048,440,1,2048,1:427|2:13,1:1767|2:1
npbw2_human___3548,3072,652,1,3072,1:333|2:319,1:1964|2:1847
bkrb2_human___5654,2048,404,1,2048,1:391|2:13,1:1905|2:1
g37l1_human___5895,2153,507,1,2153,1:481|2:26,1:1759|2:218
mc4r_human___812,3072,405,1,3072,1:332|2:73,1:1895|2:2039
v2r_human___1579,2083,384,1,2083,1:371|2:13,1:1623|2:36
mc3r_human___1333,2080,334,1,2080,1:323|2:11,1:1641|2:33
qrfpr_human___1790,2341,467,1,2341,1:431|2:36,1:1731|2:413
oprx_human___1620,2079,387,1,2079,1:370|2:17,1:1932|2:49
gpr39_human___2089,2056,463,1,2056,1:453|2:10,1:1339|2:9
mrgx1_human___4057,2132,342,1,2132,1:322|2:20,1:1890|2:91
v1ar_human___585,2050,425,1,2050,1:418|2:7,1:1632|2:3
npbw2_human___646,2055,341,1,2055,1:333|2:8,1:1973|2:8
galr2_human___1479,2059,395,1,2059,1:387|2:8,1:1849|2:12
ntr2_human___6067,2261,432,1,2261,1:410|2:22,1:1041|2:214
gasr_human___776,3072,518,1,3072,1:447|2:71,1:1532|2:2039
qrfpr_human___613,2082,441,1,2082,1:431|2:10,1:1717|2:34
ghsr_human___3700,3072,581,1,3072,1:366|2:215,1:1714|2:1487
npff2_human___1157,2108,531,1,2108,1:522|2:9,1:1671|2:60
sctr_human___1140,2482,473,1,2482,1:440|2:33,1:1761|2:690
trfr_human___1152,2418,426,1,2418,1:398|2:28,1:1534|2:511
nmur2_human___817,3679,542,1,3679,1:415|2:127,1:1804|2:1396
ghsr_human___1272,3072,463,1,3072,1:366|2:97,1:1709|2:2031
oprx_human___5654,2048,383,1,2048,1:370|2:13,1:1932|2:1
ntr2_human___5336,2192,433,1,2192,1:410|2:23,1:1044|2:167
npbw2_human___5654,2048,346,1,2048,1:333|2:13,1:1973|2:1
mrgx2_human___1099,2150,358,1,2150,1:330|2:28,1:1871|2:160
ox2r_human___921,2167,482,1,2167,1:444|2:38,1:1289|2:188
nk3r_human___1514,2253,501,1,2253,1:465|2:36,1:1811|2:488
ednra_human___1620,2079,444,1,2079,1:427|2:17,1:1768|2:49
gpr37_human___1140,2477,646,1,2477,1:613|2:33,1:1341|2:689
npff2_human___3700,3072,737,1,3072,1:522|2:215,1:1784|2:1491
grpr_human___2257,2371,411,1,2371,1:384|2:27,1:1849|2:460
ssr2_human___1620,2080,386,1,2080,1:369|2:17,1:1965|2:49
v1br_human___3548,3072,743,1,3072,1:424|2:319,1:1655|2:1863
gp107_human___3700,3072,815,1,3072,1:600|2:215,1:986|2:1595
agtr1_human___646,2055,367,1,2055,1:359|2:8,1:1856|2:8
gnrhr_human___11417,2078,342,1,2078,1:328|2:14,1:1715|2:31
nk2r_human___2257,2371,425,1,2371,1:398|2:27,1:1835|2:460
ghsr_human___1579,2083,379,1,2083,1:366|2:13,1:1653|2:36
galr2_human___3548,3072,706,1,3072,1:387|2:319,1:1882|2:1864
oprd_human___1623,2048,376,1,2048,1:372|2:4,1:1889|2:1
ssr5_human___646,2055,372,1,2055,1:364|2:8,1:1944|2:8
gpr39_human___1047,2106,477,1,2106,1:453|2:24,1:1344|2:76
mchr2_human___1152,2419,368,1,2419,1:340|2:28,1:1913|2:511
mchr2_human___2019,2155,354,1,2155,1:340|2:14,1:1912|2:107
ssr3_human___646,2055,426,1,2055,1:418|2:8,1:1931|2:8
gasr_human___821,3072,524,1,3072,1:447|2:77,1:1562|2:2028
mshr_human___2019,2155,331,1,2155,1:317|2:14,1:1412|2:107
gnrhr_human___2257,2372,355,1,2372,1:328|2:27,1:1745|2:459
prlhr_human___1514,2253,406,1,2253,1:370|2:36,1:1915|2:487
nk3r_human___3640,3072,542,1,3072,1:465|2:77,1:1899|2:1959
trfr_human___3935,2108,419,1,2108,1:398|2:21,1:1517|2:77
mc4r_human___2089,2056,342,1,2056,1:332|2:10,1:1782|2:9
gnrhr_human___1623,2048,332,1,2048,1:328|2:4,1:1715|2:1
v1ar_human___3646,3535,506,1,3535,1:418|2:88,1:1752|2:1823
v1ar_human___821,3072,495,1,3072,1:418|2:77,1:1810|2:2027
npbw1_human___644,2057,337,1,2057,1:328|2:9,1:1964|2:10
v2r_human___3592,2216,401,1,2216,1:371|2:30,1:1660|2:296
ssr2_human___1623,2048,373,1,2048,1:369|2:4,1:1965|2:1
gnrhr_human___687,2313,365,1,2313,1:328|2:37,1:1758|2:435
nmbr_human___921,2167,428,1,2167,1:390|2:38,1:1840|2:188
oprx_human___1681,2070,387,1,2070,1:370|2:17,1:1932|2:23
npbw1_human___3700,3072,543,1,3072,1:328|2:215,1:1980|2:1506
sctr_human___2257,2376,467,1,2376,1:440|2:27,1:1753|2:457
fpr3_human___3570,3072,588,1,3072,1:353|2:235,1:1853|2:1928
sctr_human___3643,2099,467,1,2099,1:440|2:27,1:1751|2:104
ednrb_human___1620,2079,459,1,2079,1:442|2:17,1:1768|2:49
npbw1_human___3594,2226,388,1,2226,1:328|2:60,1:1968|2:234
mrgx2_human___687,2310,367,1,2310,1:330|2:37,1:1883|2:437
v1ar_human___2019,2155,432,1,2155,1:418|2:14,1:1632|2:107
prlhr_human___1504,2249,406,1,2249,1:370|2:36,1:1919|2:512
mchr1_human___3570,3072,657,1,3072,1:422|2:235,1:1924|2:1921
nmur2_human___2019,2155,429,1,2155,1:415|2:14,1:1732|2:107
v1br_human___1157,2108,433,1,2108,1:424|2:9,1:1567|2:60
mrgx1_human___4058,2109,337,1,2109,1:322|2:15,1:1889|2:61
mrgx1_human___1623,2048,326,1,2048,1:322|2:4,1:1890|2:1
ednra_human___1867,3072,529,1,3072,1:427|2:102,1:1792|2:1249
mrgx1_human___6067,2261,344,1,2261,1:322|2:22,1:1890|2:214
ssr1_human___921,2167,429,1,2167,1:391|2:38,1:1968|2:188
gpr39_human___1152,2417,481,1,2417,1:453|2:28,1:1372|2:512
oprd_human___644,2057,381,1,2057,1:372|2:9,1:1889|2:10
trfr_human___1470,2205,423,1,2205,1:398|2:25,1:1521|2:194
mrgx2_human___4057,2132,350,1,2132,1:330|2:20,1:1870|2:91
bkrb2_human___2945,3214,525,1,3214,1:391|2:134,1:1927|2:1326
cckar_human___1283,2074,438,1,2074,1:428|2:10,1:1248|2:27
kissr_human___1136,2465,427,1,2465,1:398|2:29,1:1824|2:704
prlhr_human___613,2082,380,1,2082,1:370|2:10,1:1898|2:34
kissr_human___921,2167,436,1,2167,1:398|2:38,1:1818|2:188
agtr2_human___646,2055,371,1,2055,1:363|2:8,1:1874|2:8
mc3r_human___6067,2261,345,1,2261,1:323|2:22,1:1642|2:214
kissr_human___812,3072,471,1,3072,1:398|2:73,1:1827|2:2039
ednrb_human___1867,3072,544,1,3072,1:442|2:102,1:1815|2:1250
sctr_human___1790,2343,476,1,2343,1:440|2:36,1:1754|2:413
mchr2_human___11417,2078,354,1,2078,1:340|2:14,1:1912|2:31
galr2_human___1162,2077,397,1,2077,1:387|2:10,1:1849|2:30
rl3r1_human___2945,3214,603,1,3214,1:469|2:134,1:1740|2:1326
gasr_human___613,2082,457,1,2082,1:447|2:10,1:1213|2:34
mrgx2_human___1867,3072,432,1,3072,1:330|2:102,1:1930|2:1270
v1ar_human___758,3072,486,1,3072,1:418|2:68,1:1800|2:2034
mc5r_human___1320,2127,338,1,2127,1:325|2:13,1:1754|2:102
oprd_human___5654,2048,385,1,2048,1:372|2:13,1:1889|2:1
npbw2_human___1495,2116,356,1,2116,1:333|2:23,1:1973|2:89
ur2r_human___1495,2116,412,1,2116,1:389|2:23,1:1865|2:89
npff1_human___3592,2216,460,1,2216,1:430|2:30,1:1733|2:296
cckar_human___687,2314,465,1,2314,1:428|2:37,1:1319|2:435
rl3r1_human___3643,2099,496,1,2099,1:469|2:27,1:1685|2:102
npff2_human___2945,3204,656,1,3204,1:522|2:134,1:1712|2:1337
grpr_human___1479,2059,392,1,2059,1:384|2:8,1:1839|2:12
nk3r_human___1298,2148,484,1,2148,1:465|2:19,1:1799|2:129
qrfpr_human___808,3072,501,1,3072,1:431|2:70,1:1815|2:2025
gpr37_human___4058,2109,628,1,2109,1:613|2:15,1:1306|2:61
grpr_human___3594,2225,444,1,2225,1:384|2:60,1:1843|2:234
gasr_human___1504,2252,483,1,2252,1:447|2:36,1:1297|2:512
prlhr_human___2257,2372,397,1,2372,1:370|2:27,1:1906|2:460
ur2r_human___1681,2070,406,1,2070,1:389|2:17,1:1865|2:23
agtr1_human___1790,2350,395,1,2350,1:359|2:36,1:1856|2:406
nmur1_human___4057,2132,446,1,2132,1:426|2:20,1:1761|2:91
nk1r_human___821,3072,484,1,3072,1:407|2:77,1:1856|2:2025
gpr37_human___6067,2261,635,1,2261,1:613|2:22,1:1306|2:214
v1ar_human___2168,2101,427,1,2101,1:418|2:9,1:1632|2:53
nmbr_human___3935,2108,411,1,2108,1:390|2:21,1:1833|2:77
ssr4_human___1623,2048,392,1,2048,1:388|2:4,1:1946|2:1
nk2r_human___5895,2153,424,1,2153,1:398|2:26,1:1838|2:218
ssr2_human___1140,2482,402,1,2482,1:369|2:33,1:1965|2:689
mtlr_human___754,3072,504,1,3072,1:412|2:92,1:977|2:2014
mchr2_human___3594,2226,400,1,2226,1:340|2:60,1:1914|2:234
sctr_human___1136,2472,469,1,2472,1:440|2:29,1:1762|2:704
sctr_human___3700,3072,655,1,3072,1:440|2:215,1:1794|2:1483
mrgx1_human___3735,2115,340,1,2115,1:322|2:18,1:1890|2:68
nmur2_human___3570,3072,650,1,3072,1:415|2:235,1:1826|2:1920
mc3r_human___1997,2442,350,1,2442,1:323|2:27,1:1666|2:575
mc3r_human___2089,2056,333,1,2056,1:323|2:10,1:1641|2:9
gp107_human___1495,2116,623,1,2116,1:600|2:23,1:759|2:89
ssr1_human___1620,2079,408,1,2079,1:391|2:17,1:1963|2:49
ssr3_human___921,2167,456,1,2167,1:418|2:38,1:1931|2:188
npsr1_human___3700,3072,586,1,3072,1:371|2:215,1:1692|2:1475
gasr_human___5654,2048,460,1,2048,1:447|2:13,1:1213|2:1
ghsr_human___758,3072,434,1,3072,1:366|2:68,1:1713|2:2035
fpr2_human___3548,3072,670,1,3072,1:351|2:319,1:1809|2:1831
bkrb2_human___3700,3072,606,1,3072,1:391|2:215,1:1939|2:1504
prlhr_human___3700,3072,585,1,3072,1:370|2:215,1:1944|2:1503
galr2_human___11417,2078,401,1,2078,1:387|2:14,1:1849|2:31
ghsr_human___1470,2205,391,1,2205,1:366|2:25,1:1655|2:194
ssr4_human___921,2167,426,1,2167,1:388|2:38,1:1949|2:188
gnrhr_human___1162,2077,338,1,2077,1:328|2:10,1:1715|2:30
npbw1_human___1136,2482,357,1,2482,1:328|2:29,1:1973|2:704
v1br_human___2019,2155,438,1,2155,1:424|2:14,1:1567|2:107
nk1r_human___771,3072,483,1,3072,1:407|2:76,1:1891|2:2026
gpr39_human___5336,2192,476,1,2192,1:453|2:23,1:1341|2:167
apj_human___613,2082,390,1,2082,1:380|2:10,1:1745|2:34
bkrb1_human___1283,2074,363,1,2074,1:353|2:10,1:1878|2:27
gp107_human___798,3072,669,1,3072,1:600|2:69,1:956|2:2033
oprd_human___3594,2226,432,1,2226,1:372|2:60,1:1890|2:234
oprk_human___1620,2079,397,1,2079,1:380|2:17,1:1863|2:49
trfr_human___613,2082,408,1,2082,1:398|2:10,1:1512|2:34
mc5r_human___2257,2374,352,1,2374,1:325|2:27,1:1774|2:460
ssr5_human___1157,2108,373,1,2108,1:364|2:9,1:1944|2:60
nk3r_human___687,2316,502,1,2316,1:465|2:37,1:1806|2:435
bkrb1_human___3594,2226,413,1,2226,1:353|2:60,1:1880|2:234
agtr1_human___3643,2099,386,1,2099,1:359|2:27,1:1856|2:102
prlhr_human___1136,2463,399,1,2463,1:370|2:29,1:1917|2:706
v2r_human___1490,2087,391,1,2087,1:371|2:20,1:1624|2:41
cckar_human___798,3072,497,1,3072,1:428|2:69,1:1573|2:2033
kissr_human___11417,2078,412,1,2078,1:398|2:14,1:1817|2:31
ssr5_human___1298,2148,383,1,2148,1:364|2:19,1:1945|2:129
ssr5_human___11417,2078,378,1,2078,1:364|2:14,1:1944|2:31
mchr1_human___1298,2150,441,1,2150,1:422|2:19,1:1918|2:129
agtr2_human___3548,3072,682,1,3072,1:363|2:319,1:1889|2:1841
agtr1_human___5654,2048,372,1,2048,1:359|2:13,1:1856|2:1
agtr2_human___1620,2079,380,1,2079,1:363|2:17,1:1874|2:49
oprk_human___921,2167,418,1,2167,1:380|2:38,1:1864|2:188
mrgx2_human___4058,2109,345,1,2109,1:330|2:15,1:1869|2:61
nk3r_human___2270,2394,509,1,2394,1:465|2:44,1:1824|2:759
mtlr_human___5654,2048,425,1,2048,1:412|2:13,1:904|2:1
nmur1_human___754,3072,518,1,3072,1:426|2:92,1:1881|2:2017
npbw2_human___573,3235,407,1,3235,1:333|2:74,1:1984|2:1469
mrgx2_human___5654,2048,343,1,2048,1:330|2:13,1:1869|2:1
agtr2_human___3700,3072,578,1,3072,1:363|2:215,1:1891|2:1509
ssr5_human___5654,2048,377,1,2048,1:364|2:13,1:1944|2:1
ntr2_human___1997,2434,437,1,2434,1:410|2:27,1:1093|2:575
mchr2_human___1162,2077,350,1,2077,1:340|2:10,1:1912|2:30
gnrhr_human___2019,2155,342,1,2155,1:328|2:14,1:1715|2:107
nk1r_human___2098,2067,418,1,2067,1:407|2:11,1:1792|2:20
agtr1_human___585,2050,366,1,2050,1:359|2:7,1:1856|2:3
mrgx2_human___3640,3072,407,1,3072,1:330|2:77,1:1922|2:1957
nmur1_human___1867,3072,528,1,3072,1:426|2:102,1:1874|2:1263
fpr3_human___1152,2423,381,1,2423,1:353|2:28,1:1779|2:510
fpr2_human___687,2317,388,1,2317,1:351|2:37,1:1759|2:432
nk2r_human___2089,2056,408,1,2056,1:398|2:10,1:1829|2:9
mc5r_human___5895,2158,351,1,2158,1:325|2:26,1:1772|2:217
rl3r1_human___681,2330,506,1,2330,1:469|2:37,1:1701|2:459
gasr_human___2270,2396,491,1,2396,1:447|2:44,1:1344|2:765
ednrb_human___758,3072,510,1,3072,1:442|2:68,1:1825|2:2034
ssr3_human___1298,2148,437,1,2148,1:418|2:19,1:1931|2:129
grpr_human___2019,2155,398,1,2155,1:384|2:14,1:1839|2:107
v1ar_human___681,2330,455,1,2330,1:418|2:37,1:1687|2:459
mc5r_human___2270,2402,369,1,2402,1:325|2:44,1:1817|2:760
mshr_human___1643,2296,348,1,2296,1:317|2:31,1:1452|2:364
oxyr_human___3592,2216,419,1,2216,1:389|2:30,1:1671|2:296
npsr1_human___1681,2070,388,1,2070,1:371|2:17,1:1636|2:23
npbw2_human___644,2057,342,1,2057,1:333|2:9,1:1973|2:10
mshr_human___1136,2479,346,1,2479,1:317|2:29,1:1488|2:704
gasr_human___861,2048,451,1,2048,1:447|2:4,1:1213|2:1
lgr4_human___573,3235,1025,1,3235,1:951|2:74,1:1008|2:1471
c5ar1_human___573,3242,424,1,3242,1:350|2:74,1:1754|2:1464
oprm_human___5654,2048,413,1,2048,1:400|2:13,1:1895|2:1
fzd2_human___1157,2108,574,1,2108,1:565|2:9,1:1297|2:60
cml1_human___2945,3214,507,1,3214,1:373|2:134,1:1845|2:1326
ccr2_human___798,3072,443,1,3072,1:374|2:69,1:1973|2:2031
par4_human___11417,2078,399,1,2078,1:385|2:14,1:1949|2:31
acthr_human___1320,2127,310,1,2127,1:297|2:13,1:1628|2:102
cxcr3_human___6067,2261,390,1,2261,1:368|2:22,1:1990|2:214
c5ar2_human___3548,3072,656,1,3072,1:337|2:319,1:1761|2:1823
hrh4_human___1298,2147,409,1,2147,1:390|2:19,1:1135|2:129
cx3c1_human___3548,3072,674,1,3072,1:355|2:319,1:1975|2:1837
ackr4_human___810,3072,427,1,3072,1:350|2:77,1:1998|2:2025
galr1_human___573,3242,423,1,3242,1:349|2:74,1:1841|2:1467
cxcr4_human___5654,2048,365,1,2048,1:352|2:13,1:1938|2:1
fpr1_human___613,2082,360,1,2082,1:350|2:10,1:1767|2:34
cxcr4_human___808,3072,422,1,3072,1:352|2:70,1:1945|2:2024
xcr1_human___754,3072,425,1,3072,1:333|2:92,1:1971|2:2016
ccr7_human___855,2138,603,1,2138,1:378|2:225,1:1917|2:273
lgr4_human___585,2050,958,1,2050,1:951|2:7,1:757|2:3
npy2r_human___1152,2417,409,1,2417,1:381|2:28,1:1908|2:511
lgr4_human___817,3685,1078,1,3685,1:951|2:127,1:1000|2:1396
galr1_human___5654,2048,362,1,2048,1:349|2:13,1:1824|2:1
cxcr3_human___5895,2160,394,1,2160,1:368|2:26,1:1989|2:215
cx3c1_human___3647,3072,448,1,3072,1:355|2:93,1:1994|2:1992
npy5r_human___3548,3072,764,1,3072,1:445|2:319,1:1073|2:1862
oprm_human___3542,2423,442,1,2423,1:400|2:42,1:1901|2:577
c5ar2_human___2945,3214,471,1,3214,1:337|2:134,1:1749|2:1326
npy2r_human___1699,2162,409,1,2162,1:381|2:28,1:1907|2:196
crfr2_human___2257,2377,438,1,2377,1:411|2:27,1:1705|2:457
gpr75_human___2168,2101,549,1,2101,1:540|2:9,1:1069|2:53
calrl_human___754,3072,553,1,3072,1:461|2:92,1:1627|2:2015
pkr1_human___1871,2116,413,1,2116,1:393|2:20,1:1850|2:77
ccr7_human___808,3072,448,1,3072,1:378|2:70,1:1944|2:2024
ccr2_human___758,3072,442,1,3072,1:374|2:68,1:1958|2:2029
hrh4_human___687,2314,427,1,2314,1:390|2:37,1:1173|2:435
xcr1_human___817,3681,460,1,3681,1:333|2:127,1:1967|2:1396
cxcr2_human___585,2050,367,1,2050,1:360|2:7,1:1947|2:3
fpr1_human___1047,2106,374,1,2106,1:350|2:24,1:1768|2:76
galr1_human___3735,2115,367,1,2115,1:349|2:18,1:1824|2:68
ackr4_human___808,3072,420,1,3072,1:350|2:70,1:2000|2:2025
cx3c1_human___681,2331,392,1,2331,1:355|2:37,1:1975|2:460
oprm_human___1298,2150,419,1,2150,1:400|2:19,1:1895|2:129
crfr1_human___3643,2099,442,1,2099,1:415|2:27,1:1678|2:104
cxcr4_human___3542,2423,394,1,2423,1:352|2:42,1:1939|2:578
cxcr3_human___3570,3072,603,1,3072,1:368|2:235,1:1996|2:1927
acthr_human___4057,2132,317,1,2132,1:297|2:20,1:1626|2:91
fzd2_human___644,2057,574,1,2057,1:565|2:9,1:1297|2:10
ccr2_human___5654,2048,387,1,2048,1:374|2:13,1:1947|2:1
fpr1_human___687,2317,387,1,2317,1:350|2:37,1:1778|2:432
cxcr6_human___817,3682,469,1,3682,1:342|2:127,1:1894|2:1396
fzd1_human___810,3072,724,1,3072,1:647|2:77,1:1585|2:2025
ackr2_human___1320,2127,397,1,2127,1:384|2:13,1:1972|2:101
ackr4_human___1790,2350,386,1,2350,1:350|2:36,1:1989|2:406
lgr4_human___1157,2108,960,1,2108,1:951|2:9,1:757|2:60
c3ar_human___3700,3072,697,1,3072,1:482|2:215,1:963|2:1489
cml2_human___1681,2070,372,1,2070,1:355|2:17,1:1855|2:23
pkr1_human___3570,3072,628,1,3072,1:393|2:235,1:1873|2:1917
ccr7_human___1579,2083,391,1,2083,1:378|2:13,1:1907|2:36
c3ar_human___1470,2205,507,1,2205,1:482|2:25,1:1013|2:194
hrh4_human___3645,3072,477,1,3072,1:390|2:87,1:1256|2:2023
npy1r_human___1298,2147,403,1,2147,1:384|2:19,1:1787|2:129
xcr1_human___5336,2192,356,1,2192,1:333|2:23,1:1964|2:167
hrh4_human___1099,2150,418,1,2150,1:390|2:28,1:1144|2:160
ccr10_human___810,3072,439,1,3072,1:362|2:77,1:1960|2:2025
acthr_human___3633,2592,336,1,2592,1:297|2:39,1:1689|2:869
cml2_human___681,2331,392,1,2331,1:355|2:37,1:1868|2:460
lgr6_human___613,2082,977,1,2082,1:967|2:10,1:805|2:34
gpr75_human___6067,2261,562,1,2261,1:540|2:22,1:1069|2:214
ccr2_human___1047,2106,398,1,2106,1:374|2:24,1:1948|2:76
ccr1_human___754,3072,447,1,3072,1:355|2:92,1:1962|2:2014
cml1_human___3700,3072,588,1,3072,1:373|2:215,1:1898|2:1506
calrl_human___3643,2099,488,1,2099,1:461|2:27,1:1520|2:104
c5ar1_human___5895,2158,376,1,2158,1:350|2:26,1:1739|2:215
npy4r_human___2090,2084,385,1,2084,1:375|2:10,1:1781|2:37
npy4r_human___1136,2460,404,1,2460,1:375|2:29,1:1799|2:706
ccr2_human___776,3072,445,1,3072,1:374|2:71,1:1959|2:2039
cxcr2_human___758,3072,428,1,3072,1:360|2:68,1:1948|2:2032
ackr2_human___754,3072,476,1,3072,1:384|2:92,1:1968|2:2014
gpr75_human___5895,2161,566,1,2161,1:540|2:26,1:1109|2:218
npy2r_human___2156,2121,389,1,2121,1:381|2:8,1:1906|2:73
crfr2_human___3594,2225,471,1,2225,1:411|2:60,1:1699|2:234
calrl_human___1470,2205,486,1,2205,1:461|2:25,1:1517|2:194
crfr1_human___1470,2205,440,1,2205,1:415|2:25,1:1679|2:194
pkr2_human___613,2082,394,1,2082,1:384|2:10,1:1861|2:34
lgr4_human___2098,2067,962,1,2067,1:951|2:11,1:757|2:20
pkr2_human___5654,2048,397,1,2048,1:384|2:13,1:1861|2:1
acthr_human___574,3244,370,1,3244,1:297|2:73,1:1722|2:1459
